temp,windspeed,cnt
0.72,0.1045,15
0.7,0,6
0.66,0.1045,4
0.66,0.194,3
0.66,0.2239,31
0.66,0.1343,113
0.7,0.2537,304
0.7,0.2985,467
0.72,0.3582,225
0.72,0.4925,139
0.74,0.3881,165
0.76,0.4627,232
0.8,0.3582,203
0.78,0.3284,185
0.8,0.3881,188
0.8,0.4925,318
0.76,0.5224,572
0.74,0.3881,525
0.72,0.2985,379
0.7,0.194,337
0.66,0.194,248
0.64,0.2537,155
0.62,0.2239,112
0.62,0.2836,68
0.6,0.3582,22
0.56,0.2239,12
0.54,0.2239,5
0.52,0.3284,6
0.52,0.3582,28
0.54,0.2985,106
0.54,0.2537,277
0.56,0.3284,502
0.58,0.1642,230
0.62,0.2537,161
0.64,0.3284,192
0.66,0.2836,259
0.68,0.2537,248
0.7,0.2836,240
0.7,0.2836,212
0.72,0.3284,349
0.72,0.2836,558
0.7,0.2985,564
0.68,0.2836,391
0.64,0.1642,293
0.64,0.1045,247
0.62,0,171
0.58,0.1045,171
0.56,0,93
0.54,0.1045,94
0.54,0.194,59
0.52,0.1045,18
0.52,0.0896,15
0.5,0,8
0.54,0,28
0.56,0,87
0.6,0.0896,125
0.62,0.1343,224
0.64,0.1045,317
0.66,0.1343,369
0.7,0.1642,420
0.74,0.1343,456
0.74,0.2239,451
0.74,0.4179,404
0.72,0.1343,440
0.72,0.2537,344
0.74,0.1642,341
0.7,0.0896,285
0.7,0.0896,239
0.66,0.1045,185
0.64,0.2239,190
0.64,0,150
0.64,0.0896,113
0.64,0.1642,96
0.64,0.1642,64
0.62,0.1642,47
0.62,0.1642,12
0.62,0.1343,6
0.62,0.1045,21
0.6,0.2537,27
0.6,0.2537,98
0.6,0.194,164
0.62,0.0896,251
0.64,0.1045,335
0.64,0.1045,335
0.66,0.1045,367
0.7,0.1642,385
0.7,0,417
0.72,0.0896,398
0.74,0,390
0.7,0.1045,363
0.68,0.1642,357
0.66,0.194,279
0.64,0.1642,165
0.64,0.2239,130
0.62,0.1343,86
0.62,0.1343,29
0.6,0.1343,14
0.58,0.1045,8
0.58,0,5
0.56,0.1045,8
0.56,0.0896,31
0.58,0,112
0.62,0.1045,299
0.64,0.0896,438
0.7,0.1642,188
0.72,0.2239,95
0.74,0.1343,111
0.76,0.1642,153
0.78,0,180
0.78,0.1343,145
0.8,0.194,165
0.76,0.1343,267
0.78,0.2836,579
0.76,0.1343,556
0.72,0.194,407
0.68,0.1343,336
0.66,0.0896,189
0.66,0.0896,173
0.64,0.0896,60
0.64,0.0896,20
0.62,0.1343,4
0.6,0.0896,5
0.6,0.0896,2
0.58,0.1343,5
0.58,0.1642,32
0.6,0.1343,126
0.64,0.194,334
0.68,0.1343,477
0.72,0.2239,217
0.76,0.194,123
0.76,0.2537,151
0.8,0.2836,183
0.8,0.2537,196
0.8,0.2836,146
0.82,0.3284,183
0.8,0.2239,308
0.8,0.2537,539
0.78,0.2836,551
0.76,0.2537,424
0.74,0.1343,346
0.72,0.1343,218
0.7,0.1343,153
0.68,0.1045,90
0.66,0.1343,41
0.66,0,23
0.64,0.0896,7
0.64,0.0896,3
0.62,0,6
0.62,0,21
0.64,0.1343,116
0.66,0.1045,353
0.76,0.1642,481
0.76,0.1642,202
0.82,0.2239,90
0.84,0.194,134
0.88,0.1343,149
0.9,0,136
0.92,0.2537,155
0.92,0.1642,128
0.92,0.2239,233
0.92,0.2239,506
0.9,0.2239,459
0.82,0.1343,384
0.8,0.1343,280
0.8,0.1343,202
0.76,0.1642,176
0.76,0.194,116
0.74,0.1343,47
0.74,0.1045,16
0.72,0.1642,6
0.72,0.1045,2
0.72,0.0896,6
0.7,0,20
0.72,0.0896,118
0.72,0.1343,314
0.76,0.1045,432
0.84,0,168
0.86,0.2836,94
0.9,0.2239,118
0.92,0.194,140
0.9,0.0896,136
0.92,0.194,118
0.94,0.1642,104
0.92,0.1343,200
0.9,0.2537,409
0.88,0.2836,466
0.84,0.3284,326
0.8,0.194,254
0.76,0,171
0.74,0.1642,153
0.74,0.1642,97
0.7,0.2239,69
0.7,0.2239,23
0.68,0.1642,13
0.68,0.1642,6
0.66,0.1642,4
0.66,0.1642,28
0.66,0.0896,104
0.72,0.1045,267
0.74,0.1343,452
0.76,0,213
0.78,0,111
0.82,0,153
0.84,0.1343,207
0.84,0.1045,189
0.86,0,165
0.84,0.1045,212
0.82,0.2985,285
0.82,0.2239,517
0.8,0.2239,463
0.78,0.194,306
0.76,0.1045,250
0.76,0.1343,218
0.72,0.2537,185
0.72,0.1642,146
0.7,0.1343,117
0.7,0.0896,77
0.7,0.1045,60
0.68,0.0896,28
0.68,0.0896,13
0.68,0.1343,16
0.7,0.1343,40
0.72,0.194,68
0.74,0.194,143
0.74,0.1343,230
0.74,0.1642,264
0.76,0.1343,325
0.8,0.2239,347
0.8,0.194,387
0.82,0.1045,380
0.82,0.1045,374
0.8,0.194,394
0.74,0.1642,337
0.72,0.1343,286
0.7,0.194,264
0.68,0.2537,275
0.66,0.2239,220
0.66,0.2239,190
0.66,0.1045,131
0.66,0.2239,119
0.64,0.1045,93
0.64,0.2537,66
0.64,0.2836,28
0.62,0.1642,14
0.62,0.2239,10
0.62,0.1045,14
0.64,0.1045,34
0.7,0,92
0.72,0,182
0.76,0.0896,311
0.78,0.1045,367
0.82,0,420
0.78,0.2836,373
0.82,0.2537,315
0.8,0.2985,360
0.68,0.2836,350
0.68,0.2836,252
0.7,0.1642,256
0.7,0.1045,223
0.66,0.1642,206
0.66,0.1045,140
0.64,0.1343,128
0.64,0.194,107
0.64,0.1343,28
0.64,0.2239,16
0.62,0.2836,10
0.6,0.4925,7
0.56,0.2985,4
0.54,0.3881,29
0.54,0.4179,105
0.56,0.3582,328
0.58,0.4478,476
0.62,0.3582,224
0.64,0.3284,118
0.66,0.2985,159
0.66,0.2836,196
0.7,0,227
0.7,0.2537,200
0.7,0.4478,185
0.7,0.4179,326
0.7,0.3284,601
0.7,0.3582,586
0.66,0.2836,423
0.64,0.2537,331
0.64,0.2537,218
0.62,0.2239,134
0.62,0.194,89
0.6,0.194,31
0.6,0.2537,13
0.6,0.2836,10
0.58,0.3284,2
0.54,0.2537,3
0.54,0.3284,26
0.54,0.2985,113
0.56,0.4179,365
0.58,0.3881,486
0.62,0.194,193
0.62,0.2239,130
0.64,0.2836,143
0.64,0.3582,169
0.64,0.2239,209
0.64,0.194,159
0.64,0.1642,178
0.68,0.194,330
0.64,0.2836,569
0.62,0.3284,538
0.64,0.3582,386
0.6,0.1642,297
0.6,0.2985,243
0.58,0.2239,188
0.56,0.2239,110
0.56,0.3582,52
0.54,0.2836,14
0.52,0.2239,9
0.5,0.2537,1
0.5,0.2836,4
0.48,0.2836,21
0.5,0.2537,121
0.54,0.1343,370
0.58,0.1343,498
0.6,0,207
0.64,0.1642,135
0.68,0,164
0.7,0.2239,211
0.74,0.2836,189
0.74,0,178
0.76,0,164
0.76,0.1343,312
0.74,0.1045,638
0.72,0.1343,607
0.7,0.2836,416
0.66,0.1642,330
0.64,0.2239,257
0.62,0.1045,175
0.62,0,107
0.6,0.1045,47
0.58,0,17
0.6,0.0896,5
0.56,0.0896,4
0.56,0.1045,6
0.6,0.194,25
0.58,0.1642,112
0.56,0.1642,188
0.6,0.1343,388
0.62,0.194,261
0.66,0.2537,121
0.68,0.2985,150
0.72,0.3881,206
0.72,0.2537,151
0.72,0.3284,153
0.7,0.2985,159
0.66,0.194,294
0.64,0.1045,272
0.64,0.2239,325
0.62,0.2836,327
0.62,0.3284,201
0.62,0.2537,188
0.62,0.2537,151
0.6,0.2537,16
0.56,0.0896,24
0.56,0.1343,23
0.56,0.1045,13
0.56,0.1045,6
0.54,0.1343,6
0.54,0,13
0.56,0,97
0.6,0,250
0.6,0,454
0.7,0.194,224
0.7,0.194,170
0.68,0.2537,181
0.7,0.2537,243
0.74,0.2836,204
0.76,0.194,215
0.78,0.2239,243
0.76,0.1642,355
0.76,0.194,552
0.76,0.194,450
0.64,0.2537,328
0.64,0.1045,232
0.64,0.0896,208
0.62,0.1343,175
0.62,0.1343,178
0.62,0.1343,104
0.62,0.1045,95
0.6,0,53
0.6,0.0896,20
0.6,0.0896,5
0.62,0,7
0.62,0.1045,27
0.64,0.1343,57
0.66,0.0896,131
0.7,0.2239,218
0.72,0.194,244
0.72,0.1343,404
0.74,0.0896,420
0.76,0,327
0.8,0.2836,334
0.82,0.1343,367
0.76,0.2239,468
0.76,0.1642,449
0.74,0.194,381
0.74,0.1045,326
0.72,0.1343,188
0.72,0.1045,183
0.72,0.1343,161
0.72,0,150
0.7,0,89
0.7,0.0896,76
0.68,0.0896,72
0.66,0.1343,30
0.66,0.1343,17
0.66,0,19
0.66,0.1642,33
0.66,0.1642,71
0.68,0.1045,84
0.68,0.1045,169
0.7,0.1045,244
0.72,0.0896,377
0.74,0.0896,396
0.74,0,363
0.74,0.1045,317
0.74,0.1045,362
0.76,0,378
0.74,0,397
0.74,0.0896,296
0.72,0.1343,311
0.7,0.194,232
0.68,0.1343,167
0.66,0.2239,152
0.66,0.194,92
0.66,0.1642,26
0.64,0.0896,12
0.64,0.0896,2
0.64,0,1
0.62,0.1642,3
0.62,0.1343,3
0.6,0.1343,26
0.56,0.194,46
0.56,0.194,221
0.6,0.2537,219
0.6,0.2537,91
0.6,0.1045,94
0.62,0.1045,162
0.64,0.1045,179
0.66,0.1045,175
0.66,0.1343,205
0.7,0.1642,299
0.7,0,565
0.7,0.2537,538
0.66,0.2239,431
0.66,0.2239,316
0.64,0.1642,206
0.64,0.2239,130
0.62,0.2537,60
0.62,0.1642,33
0.62,0.1642,14
0.62,0.1642,6
0.62,0.1642,2
0.6,0.1045,9
0.6,0.1343,25
0.6,0.1343,115
0.6,0,309
0.62,0.1045,401
0.62,0.2537,275
0.64,0.194,161
0.66,0.1642,171
0.7,0.1642,189
0.74,0.1642,207
0.76,0.2239,152
0.78,0.2537,170
0.8,0.2239,335
0.78,0.2239,572
0.76,0.2537,536
0.74,0.2239,425
0.74,0.2239,326
0.72,0.194,229
0.7,0.1045,109
0.7,0.1045,64
0.66,0.194,33
0.66,0.1343,21
0.66,0,7
0.66,0.1343,7
0.64,0,11
0.64,0,23
0.66,0,122
0.7,0,311
0.72,0.1045,423
0.72,0.1642,219
0.74,0.2537,135
0.74,0.1642,145
0.8,0.2239,188
0.82,0.2537,147
0.82,0.2836,145
0.82,0.2836,146
0.82,0.3284,258
0.8,0.3881,529
0.8,0.2537,513
0.8,0.2537,342
0.74,0.1343,282
0.74,0.1642,247
0.72,0.194,148
0.72,0.2239,105
0.72,0.2239,49
0.72,0.2239,31
0.72,0.2239,4
0.72,0.1642,5
0.7,0.1343,7
0.72,0.1642,24
0.72,0.1642,100
0.72,0.1343,327
0.74,0.194,432
0.74,0.1343,227
0.76,0.1343,127
0.76,0.2537,136
0.76,0.2836,160
0.76,0.2836,186
0.76,0.2985,149
0.76,0.3582,189
0.74,0.2985,275
0.72,0.3582,569
0.72,0.4179,540
0.72,0.3582,400
0.7,0.2239,352
0.7,0.194,234
0.7,0.2239,162
0.7,0.2836,105
0.68,0.194,63
0.66,0.3284,28
0.66,0.3284,14
0.66,0.1642,5
0.66,0.0896,9
0.64,0.0896,20
0.66,0.1343,91
0.66,0.2239,268
0.7,0.2239,466
0.74,0.1343,231
0.8,0.2836,145
0.8,0.3284,203
0.8,0.2836,201
0.8,0.2239,221
0.78,0.2836,229
0.82,0.3881,216
0.8,0.4179,327
0.76,0.2537,557
0.76,0.2985,452
0.74,0.2239,385
0.72,0.1642,288
0.7,0.1343,233
0.7,0,167
0.68,0.1343,172
0.68,0.1642,116
0.66,0.1642,95
0.66,0.194,59
0.64,0.194,39
0.64,0.194,11
0.62,0.1343,14
0.64,0.2239,29
0.64,0.2836,42
0.7,0.2537,112
0.72,0.2537,186
0.72,0.194,302
0.74,0,331
0.74,0.2836,392
0.74,0.2836,371
0.74,0.2985,383
0.74,0,392
0.76,0.2985,410
0.74,0.2239,399
0.72,0.2537,307
0.72,0.2836,375
0.7,0.194,269
0.68,0.1642,202
0.68,0.194,187
0.66,0.2985,179
0.64,0,115
0.64,0.1045,90
0.62,0.1045,87
0.6,0.1045,34
0.6,0.0896,11
0.6,0,12
0.6,0,20
0.62,0,51
0.64,0.194,107
0.66,0.0896,206
0.72,0.1045,332
0.72,0.1343,346
0.74,0.1642,443
0.74,0,442
0.74,0.1343,443
0.74,0,403
0.74,0.194,455
0.72,0.1642,421
0.72,0.2537,382
0.72,0.1343,317
0.7,0.1045,213
0.7,0.1045,183
0.7,0,114
0.7,0.0896,78
0.64,0.2836,32
0.62,0.1343,15
0.62,0.1343,6
0.62,0.1343,2
0.6,0.1642,9
0.62,0.1642,22
0.62,0.1642,94
0.64,0.2239,261
0.66,0.194,447
0.72,0,187
0.72,0.1343,150
0.7,0,150
0.72,0,170
0.72,0.2239,164
0.72,0.0896,158
0.74,0,202
0.74,0.1045,275
0.74,0.1343,604
0.74,0,591
0.72,0.194,396
0.7,0.1045,305
0.7,0,242
0.68,0,145
0.68,0,81
0.66,0.1343,30
0.66,0,13
0.66,0,11
0.66,0,2
0.66,0,8
0.66,0,21
0.66,0.1642,124
0.68,0.194,347
0.7,0.1642,456
0.74,0,246
0.8,0.1642,157
0.82,0,167
0.84,0.2239,202
0.84,0,189
0.86,0.2239,160
0.86,0,166
0.86,0.2836,261
0.82,0.2836,579
0.8,0.2985,504
0.74,0.4627,299
0.74,0,296
0.74,0.2836,195
0.7,0.2985,134
0.7,0.2836,81
0.68,0.2836,36
0.68,0.2985,28
0.66,0.2239,16
0.66,0.1045,5
0.66,0.1045,5
0.64,0.194,22
0.66,0.2985,116
0.7,0.2239,336
0.7,0.2836,540
0.72,0.3881,221
0.74,0.2836,126
0.76,0.2239,170
0.76,0.2537,243
0.8,0.3284,231
0.8,0.194,188
0.82,0.1642,189
0.82,0.4179,328
0.82,0.4179,570
0.8,0.2985,588
0.76,0.3881,401
0.74,0.2985,333
0.72,0.2239,221
0.7,0.194,183
0.68,0.194,129
0.66,0.1642,54
0.64,0.1343,32
0.62,0.1343,8
0.6,0.1642,9
0.58,0.1343,6
0.58,0.2537,25
0.6,0.2537,123
0.62,0.2239,320
0.68,0.2239,555
0.7,0.2239,260
0.72,0.194,132
0.74,0.1343,169
0.76,0.1642,233
0.76,0.194,232
0.78,0.194,163
0.78,0.2537,240
0.8,0.1343,323
0.78,0.3582,594
0.76,0.2537,586
0.74,0.194,455
0.74,0.194,340
0.72,0.1045,323
0.7,0.1642,207
0.66,0,126
0.66,0,68
0.66,0,31
0.62,0,13
0.64,0,11
0.62,0,6
0.6,0.1343,30
0.62,0.1343,108
0.66,0.1045,243
0.7,0.1642,492
0.74,0.1642,260
0.76,0.1642,170
0.8,0,214
0.8,0,263
0.8,0,292
0.82,0.194,303
0.82,0.2537,381
0.82,0,427
0.82,0.194,461
0.8,0.2537,422
0.78,0.194,318
0.72,0.2239,269
0.7,0.194,218
0.7,0,222
0.68,0.0896,140
0.68,0.0896,115
0.66,0,78
0.64,0,52
0.64,0,26
0.62,0,11
0.58,0.1045,14
0.62,0.1045,32
0.64,0,45
0.68,0,132
0.74,0.0896,179
0.8,0,271
0.8,0.0896,357
0.82,0.1343,374
0.82,0.1045,404
0.84,0,392
0.86,0.1642,331
0.88,0.2239,398
0.84,0.2239,349
0.82,0.2836,383
0.8,0.2239,305
0.76,0.2836,284
0.74,0.194,232
0.72,0.1642,201
0.72,0.2836,154
0.7,0.2239,144
0.7,0.1642,78
0.7,0.194,69
0.68,0.0896,33
0.68,0.0896,5
0.62,0.194,1
0.62,0.0896,3
0.64,0.194,25
0.68,0.2239,92
0.7,0.2537,181
0.74,0.1642,264
0.76,0.1045,390
0.8,0.1045,404
0.8,0.2239,421
0.82,0.2537,375
0.84,0.2985,376
0.84,0.2985,414
0.8,0.8507,358
0.8,0.8507,181
0.66,0.194,183
0.66,0,176
0.66,0.1642,167
0.66,0.1045,162
0.64,0.1642,147
0.64,0.1343,140
0.64,0.0896,119
0.64,0,63
0.64,0,26
0.66,0.0896,12
0.64,0.1343,4
0.64,0.1642,16
0.66,0.1343,36
0.7,0.1045,86
0.72,0.0896,238
0.76,0.0896,280
0.76,0.0896,349
0.78,0,447
0.78,0,423
0.8,0,408
0.82,0.0896,408
0.82,0,452
0.8,0,436
0.8,0.1343,418
0.78,0.1642,375
0.76,0.1045,386
0.74,0.1045,457
0.74,0.1343,326
0.72,0.1045,138
0.7,0.1642,55
0.7,0.1045,39
0.66,0.0896,13
0.66,0.2239,8
0.66,0.1642,5
0.66,0,20
0.66,0.0896,94
0.7,0.0896,270
0.72,0.1343,432
0.74,0.1343,227
0.76,0.1045,139
0.78,0.1045,172
0.8,0.1045,201
0.82,0.1045,203
0.8,0.1642,178
0.82,0,162
0.82,0.1045,281
0.82,0.1045,545
0.8,0.1642,496
0.8,0.1343,368
0.76,0.1045,284
0.78,0.2537,245
0.76,0.2239,155
0.74,0.1642,73
0.72,0.194,37
0.7,0.1343,15
0.7,0.0896,5
0.7,0,6
0.68,0.0896,6
0.68,0.0896,35
0.7,0.0896,121
0.72,0,312
0.72,0.1045,428
0.7,0.194,189
0.7,0.0896,43
0.72,0,127
0.74,0.0896,152
0.74,0.1045,140
0.76,0.2836,163
0.76,0.2836,185
0.76,0.2537,275
0.78,0.2239,596
0.76,0.194,563
0.74,0.2239,394
0.72,0.2537,312
0.7,0.194,241
0.7,0.194,186
0.68,0.2239,98
0.66,0.1343,35
0.66,0.194,16
0.66,0.194,8
0.64,0.1045,4
0.64,0.1045,4
0.64,0.1045,32
0.64,0.1343,118
0.66,0.1045,292
0.7,0.194,443
0.74,0.1642,179
0.78,0,101
0.82,0.1343,142
0.84,0,171
0.86,0,155
0.86,0.2537,160
0.86,0.2537,166
0.86,0.2239,265
0.86,0.2537,569
0.84,0.2985,562
0.82,0.2836,365
0.76,0.3582,285
0.74,0.1642,209
0.74,0.1642,182
0.72,0,129
0.74,0.1045,47
0.72,0,34
0.7,0.1642,22
0.68,0.1045,6
0.7,0.2537,11
0.68,0.2537,27
0.7,0.1045,102
0.7,0.194,332
0.72,0.2537,457
0.76,0.2985,241
0.74,0.3582,138
0.74,0.2537,165
0.76,0.2836,213
0.78,0.2836,229
0.8,0.3582,216
0.8,0.3582,141
0.68,0.4478,132
0.66,0.4478,167
0.66,0.0896,316
0.66,0.0896,270
0.66,0.1642,250
0.66,0.2537,204
0.66,0.194,169
0.66,0.0896,151
0.66,0.1343,121
0.64,0.1045,53
0.64,0.1642,55
0.64,0.1343,30
0.64,0.2239,6
0.62,0.1642,15
0.64,0.194,38
0.66,0.194,71
0.7,0.2537,182
0.74,0.2836,247
0.76,0.1642,264
0.78,0.2985,290
0.8,0.2537,366
0.82,0.2239,416
0.84,0.1343,373
0.84,0.0896,402
0.82,0,416
0.84,0,401
0.82,0.1045,378
0.76,0.1642,306
0.76,0.2239,314
0.74,0.1642,238
0.72,0.1642,214
0.72,0.194,140
0.7,0.1642,154
0.7,0.1343,113
0.68,0.0896,96
0.66,0.0896,25
0.66,0.0896,5
0.66,0,17
0.64,0.0896,25
0.7,0.0896,65
0.72,0,92
0.74,0.0896,169
0.76,0.1343,268
0.78,0.194,287
0.82,0.2836,377
0.8,0.2985,367
0.82,0.3284,349
0.84,0.2836,361
0.84,0.2836,372
0.84,0.2239,363
0.82,0.2836,363
0.8,0.3284,303
0.76,0.194,268
0.74,0.2537,227
0.74,0.2239,143
0.72,0.2537,72
0.7,0.194,35
0.7,0.2836,10
0.7,0.2239,12
0.68,0.1642,10
0.66,0.2239,4
0.66,0.1343,26
0.68,0.194,121
0.7,0.2537,317
0.74,0.2836,420
0.78,0.2985,208
0.8,0.3582,117
0.82,0.2985,128
0.84,0.2836,148
0.86,0.2537,141
0.86,0.2836,134
0.86,0.4179,146
0.86,0.3881,239
0.86,0.4179,514
0.86,0.3881,472
0.84,0.3284,373
0.72,0.4179,236
0.7,0.4179,130
0.72,0.1343,90
0.7,0.1343,55
0.7,0.1343,22
0.7,0.0896,14
0.7,0.1045,9
0.7,0,8
0.7,0.1642,6
0.7,0.0896,25
0.74,0.2239,115
0.76,0.194,330
0.76,0.2239,417
0.78,0.4925,176
0.82,0.1642,123
0.82,0.1642,125
0.86,0.2985,163
0.86,0.2239,136
0.9,0.2985,124
0.9,0.3582,148
0.86,0.2836,202
0.88,0.2836,428
0.86,0.2985,511
0.84,0.2836,337
0.82,0.194,308
0.82,0.1045,258
0.8,0.1343,194
0.78,0,79
0.76,0,46
0.76,0,12
0.76,0,5
0.74,0.194,4
0.74,0.2537,5
0.74,0.194,26
0.74,0.1642,121
0.76,0.2537,313
0.8,0.2537,449
0.82,0.194,186
0.82,0.194,113
0.84,0.1642,165
0.84,0.2836,174
0.82,0.1343,158
0.82,0.1343,116
0.64,0.1343,46
0.66,0,141
0.7,0,488
0.72,0.1343,463
0.7,0.1045,419
0.7,0.1642,342
0.7,0.1045,250
0.68,0.194,184
0.66,0.2537,116
0.66,0.2985,46
0.66,0.2537,25
0.64,0.2985,10
0.62,0.2985,6
0.62,0.2537,6
0.6,0.2239,28
0.6,0.2239,130
0.62,0.2537,334
0.64,0.3582,486
0.68,0.2836,224
0.7,0.2537,127
0.72,0.2239,148
0.74,0.2537,223
0.76,0.3284,177
0.74,0.2836,178
0.76,0.2985,180
0.76,0.1343,274
0.74,0.1343,595
0.72,0.194,578
0.72,0.2239,400
0.7,0.2239,348
0.66,0.1343,261
0.64,0.0896,176
0.64,0.2537,124
0.62,0.2239,80
0.62,0.194,20
0.6,0.1642,38
0.6,0.194,7
0.6,0.1642,10
0.6,0.1343,23
0.6,0.1045,120
0.64,0.1045,274
0.64,0.2537,564
0.68,0.194,207
0.66,0.1642,166
0.7,0.1343,210
0.7,0.194,238
0.7,0.194,247
0.7,0.194,265
0.72,0.1642,237
0.72,0.194,361
0.74,0.2537,587
0.72,0.2239,496
0.7,0.2239,394
0.7,0.2239,343
0.66,0.1045,261
0.66,0.2239,223
0.64,0.1642,167
0.62,0.194,110
0.6,0.1045,75
0.6,0.1343,58
0.6,0.1343,26
0.6,0.0896,16
0.58,0.0896,10
0.6,0.1642,37
0.62,0.1343,52
0.66,0.1642,127
0.7,0.2239,222
0.72,0.194,322
0.74,0.2239,396
0.76,0.2836,463
0.76,0.2985,497
0.74,0.2985,433
0.76,0.3284,428
0.76,0.2836,425
0.76,0.2239,475
0.76,0.2836,428
0.74,0.194,406
0.72,0.2239,296
0.7,0.2239,252
0.7,0.2836,201
0.68,0.2239,168
0.66,0.2239,125
0.64,0.194,102
0.64,0.2239,94
0.64,0.2239,47
0.62,0.1642,10
0.64,0.2239,12
0.62,0.1642,21
0.64,0.1642,50
0.68,0.2239,118
0.72,0.2239,184
0.74,0.2239,304
0.76,0.2836,391
0.76,0.2836,420
0.8,0.2985,472
0.8,0.3582,430
0.82,0.2985,324
0.8,0.2985,317
0.8,0.3881,369
0.8,0.2985,390
0.76,0.2836,379
0.76,0.2537,262
0.74,0.2239,207
0.72,0.2239,181
0.7,0.1343,93
0.7,0.1343,51
0.7,0.2239,25
0.66,0.2239,10
0.66,0.194,7
0.64,0.1642,4
0.64,0.1045,17
0.64,0.1045,105
0.68,0.2239,277
0.7,0.194,347
0.74,0.2239,203
0.76,0.194,130
0.8,0.0896,141
0.8,0.194,165
0.82,0.2537,152
0.82,0.3284,138
0.84,0.3284,164
0.84,0.2836,265
0.84,0.3284,545
0.82,0.3582,558
0.8,0.2239,398
0.78,0.2239,323
0.74,0.194,202
0.76,0.2239,140
0.74,0.1642,91
0.74,0.1045,51
0.74,0.1343,13
0.72,0.1642,13
0.72,0.1642,3
0.72,0.1343,5
0.7,0.1045,19
0.72,0.1045,134
0.74,0.1642,315
0.76,0.1642,412
0.8,0.1343,199
0.82,0.1642,141
0.82,0,127
0.84,0.0896,153
0.86,0.1045,172
0.86,0.194,152
0.88,0.194,158
0.9,0.2985,277
0.8,0,513
0.8,0.1343,530
0.76,0.194,388
0.74,0.0896,277
0.74,0.1343,241
0.74,0,156
0.72,0.1642,92
0.7,0.1045,40
0.7,0,11
0.7,0,9
0.7,0.1045,6
0.68,0,4
0.68,0.1045,23
0.68,0.1045,116
0.7,0.1045,303
0.74,0,438
0.74,0.0896,209
0.76,0,110
0.8,0.0896,142
0.82,0,149
0.84,0.194,120
0.86,0.2239,127
0.86,0.1642,138
0.84,0,234
0.84,0.194,455
0.84,0.2239,497
0.82,0.1642,382
0.8,0.2239,309
0.8,0.1642,242
0.78,0.2239,169
0.76,0.2537,99
0.76,0.194,42
0.74,0.2239,21
0.74,0.2239,6
0.74,0.1343,6
0.72,0.1045,4
0.72,0.1045,18
0.72,0.1045,117
0.74,0.1343,274
0.76,0.1642,381
0.8,0.2537,200
0.82,0.2239,78
0.86,0.2985,106
0.88,0.3284,135
0.88,0.2985,102
0.9,0.3582,147
0.9,0.2537,133
0.92,0.2836,210
0.92,0.2985,414
0.9,0.2836,382
0.86,0.2836,284
0.84,0.2239,237
0.82,0.2239,225
0.82,0.1642,149
0.8,0.1642,113
0.82,0.1343,60
0.8,0,24
0.78,0.1343,14
0.78,0.1045,7
0.76,0.1045,13
0.74,0.1045,19
0.76,0.0896,96
0.8,0.1045,252
0.84,0.1642,322
0.86,0.0896,208
0.9,0.0896,115
0.9,0.1045,109
0.94,0.1642,115
0.94,0.1642,123
0.96,0.2985,101
0.94,0.2985,133
0.9,0.2985,182
0.88,0.1045,306
0.9,0.1642,284
0.86,0.1045,250
0.84,0,212
0.82,0.0896,190
0.84,0.0896,149
0.8,0.194,103
0.82,0,101
0.82,0.1045,70
0.82,0,61
0.78,0.0896,22
0.76,0.1045,9
0.76,0.1343,7
0.8,0.1343,25
0.8,0.1045,45
0.84,0.2537,109
0.84,0.1642,132
0.86,0.2239,198
0.9,0.194,216
0.92,0.1045,235
0.94,0.1642,245
0.92,0,236
0.94,0,215
0.94,0.1343,221
0.94,0.1343,197
0.92,0.2239,196
0.82,0.1343,217
0.82,0.2239,145
0.82,0.2239,154
0.8,0.194,125
0.8,0.1045,104
0.8,0.1045,119
0.78,0.1045,96
0.8,0.0896,60
0.8,0.0896,37
0.78,0.1045,6
0.78,0.0896,8
0.8,0.0896,22
0.8,0.1343,35
0.82,0.2836,104
0.82,0.3881,154
0.86,0.3284,226
0.84,0.2537,243
0.9,0.1642,246
0.86,0.2239,252
0.86,0.2836,283
0.9,0.2537,238
0.9,0.2537,249
0.9,0.1045,249
0.88,0.1642,243
0.86,0.1642,240
0.84,0.1642,195
0.8,0.1343,153
0.78,0,98
0.76,0.0896,50
0.76,0,34
0.76,0.0896,12
0.74,0.0896,6
0.74,0,4
0.72,0.0896,6
0.72,0.0896,24
0.72,0.0896,107
0.74,0,277
0.76,0,387
0.8,0,135
0.82,0,84
0.84,0.194,107
0.84,0.194,67
0.74,0.1343,78
0.72,0.194,90
0.7,0.3881,112
0.7,0.2239,198
0.72,0,485
0.74,0.0896,533
0.74,0.0896,386
0.72,0.1343,302
0.7,0,194
0.7,0,125
0.7,0.0896,87
0.7,0.1045,28
0.7,0.1045,12
0.68,0.1045,7
0.68,0.1343,4
0.68,0.1642,6
0.66,0.0896,27
0.68,0.2239,110
0.72,0.2836,318
0.74,0.194,424
0.76,0.2239,187
0.8,0.2239,138
0.82,0,151
0.84,0,147
0.84,0.2985,182
0.86,0.2836,147
0.88,0.3284,163
0.86,0.2836,254
0.86,0.3582,537
0.84,0.3881,546
0.82,0.2985,398
0.8,0.2537,290
0.78,0.2239,267
0.76,0.1343,158
0.76,0.1045,89
0.78,0.1642,45
0.78,0.194,10
0.76,0.2985,6
0.72,0.1642,4
0.72,0.194,4
0.7,0.2836,18
0.7,0.2239,123
